DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
15/10/2019 01:30,620,735,All Island
15/10/2019 01:45,581,720,All Island
15/10/2019 02:00,553,691,All Island
15/10/2019 02:15,536,715,All Island
15/10/2019 02:30,520,751,All Island
15/10/2019 02:45,503,732,All Island
15/10/2019 03:00,490,713,All Island
15/10/2019 03:15,479,627,All Island
15/10/2019 03:30,469,577,All Island
15/10/2019 03:45,460,556,All Island
15/10/2019 04:00,453,580,All Island
15/10/2019 04:15,450,587,All Island
15/10/2019 04:30,447,577,All Island
15/10/2019 04:45,444,521,All Island
15/10/2019 05:00,444,524,All Island
15/10/2019 05:15,446,630,All Island
15/10/2019 05:30,448,648,All Island
15/10/2019 05:45,450,630,All Island
15/10/2019 06:00,456,650,All Island
15/10/2019 06:15,465,644,All Island
15/10/2019 06:30,473,681,All Island
15/10/2019 06:45,482,683,All Island
15/10/2019 07:00,532,718,All Island
15/10/2019 07:15,552,677,All Island
15/10/2019 07:30,571,742,All Island
15/10/2019 07:45,591,763,All Island
15/10/2019 08:00,617,797,All Island
15/10/2019 08:15,649,783,All Island
15/10/2019 08:30,680,768,All Island
15/10/2019 08:45,712,816,All Island
15/10/2019 09:00,749,899,All Island
15/10/2019 09:15,790,929,All Island
15/10/2019 09:30,831,958,All Island
15/10/2019 09:45,871,1001,All Island
15/10/2019 10:00,912,1042,All Island
15/10/2019 10:15,951,1071,All Island
15/10/2019 10:30,991,1085,All Island
15/10/2019 10:45,1030,1058,All Island
15/10/2019 11:00,1069,1142,All Island
15/10/2019 11:15,1108,1261,All Island
15/10/2019 11:30,1147,1377,All Island
15/10/2019 11:45,1185,1442,All Island
15/10/2019 12:00,1235,1479,All Island
15/10/2019 12:15,1296,1486,All Island
15/10/2019 12:30,1357,1519,All Island
15/10/2019 12:45,1419,1627,All Island
15/10/2019 13:00,1362,1717,All Island
15/10/2019 13:15,1407,1777,All Island
15/10/2019 13:30,1453,1889,All Island
15/10/2019 13:45,1498,1976,All Island
15/10/2019 14:00,1552,2068,All Island
15/10/2019 14:15,1614,2139,All Island
15/10/2019 14:30,1676,2199,All Island
15/10/2019 14:45,1738,2248,All Island
15/10/2019 15:00,1805,2309,All Island
15/10/2019 15:15,1878,2392,All Island
15/10/2019 15:30,1951,2449,All Island
15/10/2019 15:45,2024,2462,All Island
15/10/2019 16:00,2087,2469,All Island
15/10/2019 16:15,2141,2545,All Island
15/10/2019 16:30,2195,2615,All Island
15/10/2019 16:45,2249,2613,All Island
15/10/2019 17:00,2297,2658,All Island
15/10/2019 17:15,2340,2629,All Island
15/10/2019 17:30,2384,2734,All Island
15/10/2019 17:45,2427,2782,All Island
15/10/2019 18:00,2465,2843,All Island
15/10/2019 18:15,2497,2904,All Island
15/10/2019 18:30,2530,2938,All Island
15/10/2019 18:45,2562,2945,All Island
15/10/2019 19:00,2539,2907,All Island
15/10/2019 19:15,2485,2881,All Island
15/10/2019 19:30,2431,2823,All Island
15/10/2019 19:45,2377,2752,All Island
15/10/2019 20:00,2340,2854,All Island
15/10/2019 20:15,2321,2851,All Island
15/10/2019 20:30,2301,2957,All Island
15/10/2019 20:45,2282,3064,All Island
15/10/2019 21:00,2289,3046,All Island
15/10/2019 21:15,2323,3052,All Island
15/10/2019 21:30,2357,2867,All Island
15/10/2019 21:45,2391,2873,All Island
15/10/2019 22:00,2393,2759,All Island
15/10/2019 22:15,2363,2659,All Island
15/10/2019 22:30,2334,2560,All Island
15/10/2019 22:45,2305,2521,All Island
15/10/2019 23:00,2240,2380,All Island
15/10/2019 23:15,2140,2277,All Island
15/10/2019 23:30,2040,2215,All Island
15/10/2019 23:45,1939,2112,All Island
16/10/2019 00:00,1848,2073,All Island
16/10/2019 00:15,1765,2096,All Island
16/10/2019 00:30,1682,2004,All Island
16/10/2019 00:45,1600,1810,All Island
16/10/2019 01:00,1450,1823,All Island
16/10/2019 01:15,1408,1713,All Island
16/10/2019 01:30,1365,1665,All Island
16/10/2019 01:45,1323,1601,All Island
16/10/2019 02:00,1307,1490,All Island
16/10/2019 02:15,1318,1437,All Island
16/10/2019 02:30,1330,1394,All Island
16/10/2019 02:45,1354,1303,All Island
16/10/2019 03:00,1346,1242,All Island
16/10/2019 03:15,1318,1266,All Island
16/10/2019 03:30,1291,1272,All Island
16/10/2019 03:45,1263,1255,All Island
16/10/2019 04:00,1227,1262,All Island
16/10/2019 04:15,1183,1251,All Island
16/10/2019 04:30,1138,1192,All Island
16/10/2019 04:45,1094,1201,All Island
16/10/2019 05:00,1062,1159,All Island
16/10/2019 05:15,1043,1129,All Island
16/10/2019 05:30,1023,1127,All Island
16/10/2019 05:45,1004,1103,All Island
16/10/2019 06:00,999,1049,All Island
16/10/2019 06:15,1008,1109,All Island
16/10/2019 06:30,1017,1157,All Island
16/10/2019 06:45,1027,1087,All Island
16/10/2019 07:00,1085,1040,All Island
16/10/2019 07:15,1087,1097,All Island
16/10/2019 07:30,1088,1046,All Island
16/10/2019 07:45,1089,1016,All Island
16/10/2019 08:00,1088,1052,All Island
16/10/2019 08:15,1084,1042,All Island
16/10/2019 08:30,1080,997,All Island
16/10/2019 08:45,1076,961,All Island
16/10/2019 09:00,1067,952,All Island
16/10/2019 09:15,1054,942,All Island
16/10/2019 09:30,1041,924,All Island
16/10/2019 09:45,1028,820,All Island
16/10/2019 10:00,1023,800,All Island
16/10/2019 10:15,1027,740,All Island
16/10/2019 10:30,1030,717,All Island
16/10/2019 10:45,1033,724,All Island
16/10/2019 11:00,1035,750,All Island
16/10/2019 11:15,1035,762,All Island
16/10/2019 11:30,1035,816,All Island
16/10/2019 11:45,1035,882,All Island
16/10/2019 12:00,1044,972,All Island
16/10/2019 12:15,1063,1022,All Island
16/10/2019 12:30,1081,1177,All Island
16/10/2019 12:45,1099,1243,All Island
16/10/2019 13:00,1125,1248,All Island
16/10/2019 13:15,1132,1353,All Island
16/10/2019 13:30,1140,1507,All Island
16/10/2019 13:45,1147,1414,All Island
16/10/2019 14:00,1165,1491,All Island
16/10/2019 14:15,1193,1481,All Island
16/10/2019 14:30,1221,1562,All Island
16/10/2019 14:45,1250,1546,All Island
16/10/2019 15:00,1280,1576,All Island
16/10/2019 15:15,1313,1646,All Island
16/10/2019 15:30,1346,1482,All Island
16/10/2019 15:45,1379,1415,All Island
16/10/2019 16:00,1411,1396,All Island
16/10/2019 16:15,1442,1449,All Island
16/10/2019 16:30,1472,1392,All Island
16/10/2019 16:45,1502,1359,All Island
16/10/2019 17:00,1520,1317,All Island
16/10/2019 17:15,1526,1214,All Island
16/10/2019 17:30,1531,1211,All Island
16/10/2019 17:45,1537,1208,All Island
16/10/2019 18:00,1552,1213,All Island
16/10/2019 18:15,1578,1348,All Island
16/10/2019 18:30,1603,1476,All Island
16/10/2019 18:45,1629,1490,All Island
16/10/2019 19:00,1529,1608,All Island
16/10/2019 19:15,1568,1682,All Island
16/10/2019 19:30,1607,1765,All Island
16/10/2019 19:45,1647,1830,All Island
16/10/2019 20:00,1696,1856,All Island
16/10/2019 20:15,1754,1884,All Island
16/10/2019 20:30,1813,1904,All Island
16/10/2019 20:45,1872,1946,All Island
16/10/2019 21:00,1904,1988,All Island
16/10/2019 21:15,1940,1990,All Island
16/10/2019 21:30,1977,2055,All Island
16/10/2019 21:45,2030,2118,All Island
16/10/2019 22:00,2067,2079,All Island
16/10/2019 22:15,2102,2149,All Island
16/10/2019 22:30,2138,2312,All Island
16/10/2019 22:45,2174,2308,All Island
16/10/2019 23:00,2183,2379,All Island
16/10/2019 23:15,2195,2428,All Island
16/10/2019 23:30,2208,2431,All Island
16/10/2019 23:45,2237,2463,All Island
17/10/2019 00:00,2232,2496,All Island
17/10/2019 00:15,2243,2488,All Island
17/10/2019 00:30,2254,2452,All Island
17/10/2019 00:45,2281,2522,All Island
17/10/2019 01:00,2278,2460,All Island
17/10/2019 01:15,2262,2499,All Island
17/10/2019 01:30,2247,2520,All Island
17/10/2019 01:45,2232,2456,All Island
17/10/2019 02:00,2226,2341,All Island
17/10/2019 02:15,2229,2312,All Island
17/10/2019 02:30,2232,2323,All Island
17/10/2019 02:45,2235,2267,All Island
17/10/2019 03:00,2214,2262,All Island
17/10/2019 03:15,2202,2232,All Island
17/10/2019 03:30,2190,2210,All Island
17/10/2019 03:45,2195,2224,All Island
17/10/2019 04:00,2189,2249,All Island
17/10/2019 04:15,2190,2250,All Island
17/10/2019 04:30,2191,2226,All Island
17/10/2019 04:45,2191,2198,All Island
17/10/2019 05:00,2192,2201,All Island
17/10/2019 05:15,2191,2233,All Island
17/10/2019 05:30,2191,2262,All Island
17/10/2019 05:45,2191,2204,All Island
17/10/2019 06:00,2191,2174,All Island
17/10/2019 06:15,2191,2222,All Island
17/10/2019 06:30,2191,2229,All Island
17/10/2019 06:45,2190,2205,All Island
17/10/2019 07:00,2208,2217,All Island
17/10/2019 07:15,2180,2148,All Island
17/10/2019 07:30,2153,2152,All Island
17/10/2019 07:45,2125,2056,All Island
17/10/2019 08:00,2107,2027,All Island
17/10/2019 08:15,2099,2034,All Island
17/10/2019 08:30,2090,2126,All Island
17/10/2019 08:45,2082,2118,All Island
17/10/2019 09:00,2068,2048,All Island
17/10/2019 09:15,2048,2019,All Island
17/10/2019 09:30,2028,2045,All Island
17/10/2019 09:45,2008,2070,All Island
17/10/2019 10:00,2002,2088,All Island
17/10/2019 10:15,2012,2040,All Island
17/10/2019 10:30,2021,2018,All Island
17/10/2019 10:45,2031,2016,All Island
17/10/2019 11:00,2035,2025,All Island
17/10/2019 11:15,2034,1923,All Island
17/10/2019 11:30,2033,1909,All Island
17/10/2019 11:45,2032,1890,All Island
17/10/2019 12:00,2024,1787,All Island
17/10/2019 12:15,2011,1867,All Island
17/10/2019 12:30,1998,1885,All Island
17/10/2019 12:45,1984,1907,All Island
17/10/2019 13:00,1985,1899,All Island
17/10/2019 13:15,1960,1992,All Island
17/10/2019 13:30,1935,1975,All Island
17/10/2019 13:45,1909,2023,All Island
17/10/2019 14:00,1895,1894,All Island
17/10/2019 14:15,1891,2077,All Island
17/10/2019 14:30,1887,1981,All Island
17/10/2019 14:45,1883,1868,All Island
17/10/2019 15:00,1878,1829,All Island
17/10/2019 15:15,1872,1807,All Island
17/10/2019 15:30,1866,1875,All Island
17/10/2019 15:45,1860,1775,All Island
17/10/2019 16:00,1852,1779,All Island
17/10/2019 16:15,1843,1751,All Island
17/10/2019 16:30,1834,1693,All Island
17/10/2019 16:45,1824,1618,All Island
17/10/2019 17:00,1807,1493,All Island
17/10/2019 17:15,1780,1527,All Island
17/10/2019 17:30,1754,1491,All Island
17/10/2019 17:45,1727,1423,All Island
17/10/2019 18:00,1703,1468,All Island
17/10/2019 18:15,1682,1540,All Island
17/10/2019 18:30,1660,1642,All Island
17/10/2019 18:45,1638,1658,All Island
17/10/2019 19:00,1649,1609,All Island
17/10/2019 19:15,1611,1523,All Island
17/10/2019 19:30,1573,1432,All Island
17/10/2019 19:45,1536,1488,All Island
17/10/2019 20:00,1510,1557,All Island
17/10/2019 20:15,1495,1582,All Island
17/10/2019 20:30,1481,1525,All Island
17/10/2019 20:45,1467,1430,All Island
17/10/2019 21:00,1459,1494,All Island
17/10/2019 21:15,1456,1526,All Island
17/10/2019 21:30,1453,1542,All Island
17/10/2019 21:45,1451,1562,All Island
17/10/2019 22:00,1435,1636,All Island
17/10/2019 22:15,1435,1627,All Island
17/10/2019 22:30,1434,1599,All Island
17/10/2019 22:45,1449,1559,All Island
17/10/2019 23:00,1444,1552,All Island
17/10/2019 23:15,1435,1486,All Island
17/10/2019 23:30,1426,1439,All Island
17/10/2019 23:45,1416,1384,All Island
18/10/2019 00:00,1409,1436,All Island
18/10/2019 00:15,1403,1449,All Island
18/10/2019 00:30,1397,1371,All Island
18/10/2019 00:45,1391,1471,All Island
18/10/2019 01:00,1258,1576,All Island
18/10/2019 01:15,1244,1530,All Island
18/10/2019 01:30,1229,1603,All Island
18/10/2019 01:45,1215,1541,All Island
18/10/2019 02:00,1208,1506,All Island
18/10/2019 02:15,1209,1471,All Island
18/10/2019 02:30,1210,1408,All Island
18/10/2019 02:45,1225,1332,All Island
18/10/2019 03:00,1224,1241,All Island
18/10/2019 03:15,1222,1232,All Island
18/10/2019 03:30,1219,1153,All Island
18/10/2019 03:45,1217,1135,All Island
18/10/2019 04:00,1215,1164,All Island
18/10/2019 04:15,1213,1202,All Island
18/10/2019 04:30,1212,1124,All Island
18/10/2019 04:45,1210,1021,All Island
18/10/2019 05:00,1206,966,All Island
18/10/2019 05:15,1199,989,All Island
18/10/2019 05:30,1192,980,All Island
18/10/2019 05:45,1185,996,All Island
18/10/2019 06:00,1178,931,All Island
18/10/2019 06:15,1173,956,All Island
18/10/2019 06:30,1168,995,All Island
18/10/2019 06:45,1163,965,All Island
18/10/2019 07:00,1167,1046,All Island
18/10/2019 07:15,1136,1074,All Island
18/10/2019 07:30,1104,1019,All Island
18/10/2019 07:45,1072,949,All Island
18/10/2019 08:00,1045,892,All Island
18/10/2019 08:15,1023,881,All Island
18/10/2019 08:30,1000,817,All Island
18/10/2019 08:45,978,834,All Island
18/10/2019 09:00,958,733,All Island
18/10/2019 09:15,940,733,All Island
18/10/2019 09:30,921,687,All Island
18/10/2019 09:45,903,616,All Island
18/10/2019 10:00,889,593,All Island
18/10/2019 10:15,878,554,All Island
18/10/2019 10:30,868,566,All Island
18/10/2019 10:45,857,632,All Island
18/10/2019 11:00,850,690,All Island
18/10/2019 11:15,845,634,All Island
18/10/2019 11:30,840,718,All Island
18/10/2019 11:45,835,719,All Island
18/10/2019 12:00,835,831,All Island
18/10/2019 12:15,840,848,All Island
18/10/2019 12:30,845,882,All Island
18/10/2019 12:45,850,877,All Island
18/10/2019 13:00,792,906,All Island
18/10/2019 13:15,805,911,All Island
18/10/2019 13:30,818,959,All Island
18/10/2019 13:45,832,997,All Island
18/10/2019 14:00,840,966,All Island
18/10/2019 14:15,844,1014,All Island
18/10/2019 14:30,848,948,All Island
18/10/2019 14:45,852,947,All Island
18/10/2019 15:00,844,934,All Island
18/10/2019 15:15,824,908,All Island
18/10/2019 15:30,804,933,All Island
18/10/2019 15:45,784,909,All Island
18/10/2019 16:00,768,882,All Island
18/10/2019 16:15,755,933,All Island
18/10/2019 16:30,742,944,All Island
18/10/2019 16:45,730,886,All Island
18/10/2019 17:00,716,834,All Island
18/10/2019 17:15,700,823,All Island
18/10/2019 17:30,685,742,All Island
18/10/2019 17:45,669,739,All Island
18/10/2019 18:00,658,724,All Island
18/10/2019 18:15,650,753,All Island
18/10/2019 18:30,643,768,All Island
18/10/2019 18:45,636,794,All Island
18/10/2019 19:00,749,758,All Island
18/10/2019 19:15,739,717,All Island
18/10/2019 19:30,729,712,All Island
18/10/2019 19:45,726,717,All Island
18/10/2019 20:00,715,691,All Island
18/10/2019 20:15,703,693,All Island
18/10/2019 20:30,690,709,All Island
18/10/2019 20:45,678,711,All Island
18/10/2019 21:00,670,738,All Island
18/10/2019 21:15,666,696,All Island
18/10/2019 21:30,662,632,All Island
18/10/2019 21:45,658,615,All Island
18/10/2019 22:00,656,670,All Island
18/10/2019 22:15,657,632,All Island
18/10/2019 22:30,657,602,All Island
18/10/2019 22:45,658,575,All Island
18/10/2019 23:00,652,604,All Island
18/10/2019 23:15,649,573,All Island
18/10/2019 23:30,645,562,All Island
18/10/2019 23:45,646,588,All Island
19/10/2019 00:00,633,610,All Island
19/10/2019 00:15,620,598,All Island
19/10/2019 00:30,606,621,All Island
19/10/2019 00:45,597,644,All Island
19/10/2019 01:00,642,653,All Island
19/10/2019 01:15,624,670,All Island
19/10/2019 01:30,605,623,All Island
19/10/2019 01:45,587,656,All Island
19/10/2019 02:00,571,621,All Island
19/10/2019 02:15,557,563,All Island
19/10/2019 02:30,543,535,All Island
19/10/2019 02:45,530,563,All Island
19/10/2019 03:00,525,550,All Island
19/10/2019 03:15,534,651,All Island
19/10/2019 03:30,544,603,All Island
19/10/2019 03:45,556,575,All Island
19/10/2019 04:00,569,602,All Island
19/10/2019 04:15,583,653,All Island
19/10/2019 04:30,598,678,All Island
19/10/2019 04:45,613,654,All Island
19/10/2019 05:00,623,657,All Island
19/10/2019 05:15,629,658,All Island
19/10/2019 05:30,635,653,All Island
19/10/2019 05:45,641,689,All Island
19/10/2019 06:00,650,708,All Island
19/10/2019 06:15,664,739,All Island
19/10/2019 06:30,678,753,All Island
19/10/2019 06:45,692,741,All Island
19/10/2019 07:00,712,763,All Island
19/10/2019 07:15,734,830,All Island
19/10/2019 07:30,756,869,All Island
19/10/2019 07:45,778,869,All Island
19/10/2019 08:00,803,961,All Island
19/10/2019 08:15,832,994,All Island
19/10/2019 08:30,861,1067,All Island
19/10/2019 08:45,891,1075,All Island
19/10/2019 09:00,916,1092,All Island
19/10/2019 09:15,938,1149,All Island
19/10/2019 09:30,960,1173,All Island
19/10/2019 09:45,982,1198,All Island
19/10/2019 10:00,1001,1175,All Island
19/10/2019 10:15,1016,1244,All Island
19/10/2019 10:30,1032,1247,All Island
19/10/2019 10:45,1048,1258,All Island
19/10/2019 11:00,1067,1324,All Island
19/10/2019 11:15,1091,1364,All Island
19/10/2019 11:30,1115,1368,All Island
19/10/2019 11:45,1138,1373,All Island
19/10/2019 12:00,1162,1374,All Island
19/10/2019 12:15,1185,1438,All Island
19/10/2019 12:30,1207,1521,All Island
19/10/2019 12:45,1230,1482,All Island
19/10/2019 13:00,1014,1544,All Island
19/10/2019 13:15,1030,1496,All Island
19/10/2019 13:30,1047,1563,All Island
19/10/2019 13:45,1063,1516,All Island
19/10/2019 14:00,1099,1590,All Island
19/10/2019 14:15,1155,1619,All Island
19/10/2019 14:30,1210,1612,All Island
19/10/2019 14:45,1266,1540,All Island
19/10/2019 15:00,1311,1626,All Island
19/10/2019 15:15,1344,1653,All Island
19/10/2019 15:30,1378,1722,All Island
19/10/2019 15:45,1411,1726,All Island
19/10/2019 16:00,1424,1657,All Island
19/10/2019 16:15,1437,1739,All Island
19/10/2019 16:30,1450,1662,All Island
19/10/2019 16:45,1473,1646,All Island
19/10/2019 17:00,1465,1659,All Island
19/10/2019 17:15,1438,1621,All Island
19/10/2019 17:30,1411,1604,All Island
19/10/2019 17:45,1383,1710,All Island
19/10/2019 18:00,1359,1620,All Island
19/10/2019 18:15,1338,1631,All Island
19/10/2019 18:30,1318,1527,All Island
19/10/2019 18:45,1297,1596,All Island
19/10/2019 19:00,1185,1568,All Island
19/10/2019 19:15,1171,1567,All Island
19/10/2019 19:30,1157,1604,All Island
19/10/2019 19:45,1144,1651,All Island
19/10/2019 20:00,1137,1671,All Island
19/10/2019 20:15,1156,1731,All Island
19/10/2019 20:30,1176,1812,All Island
19/10/2019 20:45,1204,1850,All Island
19/10/2019 21:00,1233,1829,All Island
19/10/2019 21:15,1272,1854,All Island
19/10/2019 21:30,1310,1840,All Island
19/10/2019 21:45,1349,1813,All Island
19/10/2019 22:00,1388,1824,All Island
19/10/2019 22:15,1427,1850,All Island
19/10/2019 22:30,1467,1819,All Island
19/10/2019 22:45,1507,1865,All Island
19/10/2019 23:00,1532,1838,All Island
19/10/2019 23:15,1542,1811,All Island
19/10/2019 23:30,1552,1741,All Island
19/10/2019 23:45,1562,1716,All Island
20/10/2019 00:00,1564,1721,All Island
20/10/2019 00:15,1558,1667,All Island
20/10/2019 00:30,1552,1683,All Island
20/10/2019 00:45,1546,1595,All Island
20/10/2019 01:00,1546,1557,All Island
20/10/2019 01:15,1507,1545,All Island
20/10/2019 01:30,1467,1597,All Island
20/10/2019 01:45,1428,1604,All Island
20/10/2019 02:00,1400,1635,All Island
20/10/2019 02:15,1385,1597,All Island
20/10/2019 02:30,1370,1608,All Island
20/10/2019 02:45,1366,1615,All Island
20/10/2019 03:00,1370,1543,All Island
20/10/2019 03:15,1393,1577,All Island
20/10/2019 03:30,1416,1519,All Island
20/10/2019 03:45,1439,1491,All Island
20/10/2019 04:00,1471,1438,All Island
20/10/2019 04:15,1513,1442,All Island
20/10/2019 04:30,1555,1538,All Island
20/10/2019 04:45,1596,1504,All Island
20/10/2019 05:00,1630,1647,All Island
20/10/2019 05:15,1657,1791,All Island
20/10/2019 05:30,1684,1779,All Island
20/10/2019 05:45,1710,1822,All Island
20/10/2019 06:00,1721,1740,All Island
20/10/2019 06:15,1715,1793,All Island
20/10/2019 06:30,1709,1833,All Island
20/10/2019 06:45,1703,1810,All Island
20/10/2019 07:00,1621,1850,All Island
20/10/2019 07:15,1573,1861,All Island
20/10/2019 07:30,1526,1917,All Island
20/10/2019 07:45,1479,1964,All Island
20/10/2019 08:00,1457,1966,All Island
20/10/2019 08:15,1459,1825,All Island
20/10/2019 08:30,1461,1861,All Island
20/10/2019 08:45,1464,1976,All Island
20/10/2019 09:00,1454,1855,All Island
20/10/2019 09:15,1449,1691,All Island
20/10/2019 09:30,1445,1691,All Island
20/10/2019 09:45,1449,1676,All Island
20/10/2019 10:00,1458,1630,All Island
20/10/2019 10:15,1478,1603,All Island
20/10/2019 10:30,1499,1711,All Island
20/10/2019 10:45,1520,1698,All Island
20/10/2019 11:00,1542,1685,All Island
20/10/2019 11:15,1566,1741,All Island
20/10/2019 11:30,1589,1726,All Island
20/10/2019 11:45,1613,1744,All Island
20/10/2019 12:00,1634,1851,All Island
20/10/2019 12:15,1651,1873,All Island
20/10/2019 12:30,1669,1973,All Island
20/10/2019 12:45,1687,2047,All Island
20/10/2019 13:00,1642,1919,All Island
20/10/2019 13:15,1644,2019,All Island
20/10/2019 13:30,1646,2030,All Island
20/10/2019 13:45,1660,2103,All Island
20/10/2019 14:00,1678,2177,All Island
20/10/2019 14:15,1711,2128,All Island
20/10/2019 14:30,1745,2164,All Island
20/10/2019 14:45,1778,2139,All Island
20/10/2019 15:00,1793,2074,All Island
20/10/2019 15:15,1790,2154,All Island
20/10/2019 15:30,1787,2018,All Island
20/10/2019 15:45,1784,1934,All Island
20/10/2019 16:00,1769,1962,All Island
20/10/2019 16:15,1743,1910,All Island
20/10/2019 16:30,1716,1823,All Island
20/10/2019 16:45,1689,1841,All Island
20/10/2019 17:00,1635,1749,All Island
20/10/2019 17:15,1584,1630,All Island
20/10/2019 17:30,1532,1590,All Island
20/10/2019 17:45,1494,1565,All Island
20/10/2019 18:00,1446,1496,All Island
20/10/2019 18:15,1401,1507,All Island
20/10/2019 18:30,1356,1485,All Island
20/10/2019 18:45,1311,1443,All Island
20/10/2019 19:00,1083,1339,All Island
20/10/2019 19:15,1050,1322,All Island
20/10/2019 19:30,1016,1311,All Island
20/10/2019 19:45,982,1259,All Island
20/10/2019 20:00,972,1226,All Island
20/10/2019 20:15,986,1194,All Island
20/10/2019 20:30,999,1141,All Island
20/10/2019 20:45,1013,1157,All Island
20/10/2019 21:00,1003,1114,All Island
20/10/2019 21:15,988,1122,All Island
20/10/2019 21:30,973,1113,All Island
20/10/2019 21:45,968,1138,All Island
20/10/2019 22:00,943,1088,All Island
20/10/2019 22:15,909,1091,All Island
20/10/2019 22:30,876,1057,All Island
20/10/2019 22:45,841,996,All Island
20/10/2019 23:00,805,960,All Island
20/10/2019 23:15,782,938,All Island
20/10/2019 23:30,759,882,All Island
20/10/2019 23:45,742,842,All Island
21/10/2019 00:00,720,842,All Island
21/10/2019 00:15,699,848,All Island
21/10/2019 00:30,678,810,All Island
21/10/2019 00:45,657,808,All Island
21/10/2019 01:00,570,803,All Island
21/10/2019 01:15,546,774,All Island
21/10/2019 01:30,522,799,All Island
21/10/2019 01:45,498,772,All Island
21/10/2019 02:00,484,800,All Island
21/10/2019 02:15,481,775,All Island
21/10/2019 02:30,478,785,All Island
21/10/2019 02:45,479,716,All Island
21/10/2019 03:00,470,689,All Island
21/10/2019 03:15,454,616,All Island
21/10/2019 03:30,438,572,All Island
21/10/2019 03:45,422,566,All Island
21/10/2019 04:00,407,549,All Island
21/10/2019 04:15,391,528,All Island
21/10/2019 04:30,376,522,All Island
21/10/2019 04:45,360,495,All Island
21/10/2019 05:00,344,485,All Island
21/10/2019 05:15,327,461,All Island
21/10/2019 05:30,311,447,All Island
21/10/2019 05:45,294,454,All Island
21/10/2019 06:00,282,424,All Island
21/10/2019 06:15,274,394,All Island
21/10/2019 06:30,267,375,All Island
21/10/2019 06:45,260,348,All Island
21/10/2019 07:00,216,329,All Island
21/10/2019 07:15,199,318,All Island
21/10/2019 07:30,182,301,All Island
21/10/2019 07:45,164,270,All Island
21/10/2019 08:00,145,244,All Island
21/10/2019 08:15,139,225,All Island
21/10/2019 08:30,133,203,All Island
21/10/2019 08:45,127,180,All Island
21/10/2019 09:00,119,164,All Island
21/10/2019 09:15,109,140,All Island
21/10/2019 09:30,99,126,All Island
21/10/2019 09:45,89,106,All Island
21/10/2019 10:00,80,84,All Island
21/10/2019 10:15,72,67,All Island
21/10/2019 10:30,64,56,All Island
21/10/2019 10:45,56,44,All Island
21/10/2019 11:00,52,36,All Island
21/10/2019 11:15,54,31,All Island
21/10/2019 11:30,56,24,All Island
21/10/2019 11:45,58,25,All Island
21/10/2019 12:00,61,27,All Island
21/10/2019 12:15,64,29,All Island
21/10/2019 12:30,68,28,All Island
21/10/2019 12:45,72,30,All Island
21/10/2019 13:00,72,34,All Island
21/10/2019 13:15,75,38,All Island
21/10/2019 13:30,78,39,All Island
21/10/2019 13:45,81,64,All Island
21/10/2019 14:00,88,62,All Island
21/10/2019 14:15,99,73,All Island
21/10/2019 14:30,110,78,All Island
21/10/2019 14:45,120,91,All Island
21/10/2019 15:00,132,98,All Island
21/10/2019 15:15,144,125,All Island
21/10/2019 15:30,156,134,All Island
21/10/2019 15:45,168,159,All Island
21/10/2019 16:00,180,168,All Island
21/10/2019 16:15,192,197,All Island
21/10/2019 16:30,203,208,All Island
21/10/2019 16:45,215,225,All Island
21/10/2019 17:00,220,238,All Island
21/10/2019 17:15,218,244,All Island
21/10/2019 17:30,217,261,All Island
21/10/2019 17:45,215,241,All Island
21/10/2019 18:00,215,228,All Island
21/10/2019 18:15,218,254,All Island
21/10/2019 18:30,220,274,All Island
21/10/2019 18:45,222,297,All Island
21/10/2019 19:00,189,298,All Island
21/10/2019 19:15,207,296,All Island
21/10/2019 19:30,225,288,All Island
21/10/2019 19:45,243,292,All Island
21/10/2019 20:00,266,316,All Island
21/10/2019 20:15,295,354,All Island
21/10/2019 20:30,324,388,All Island
21/10/2019 20:45,353,399,All Island
21/10/2019 21:00,380,443,All Island
21/10/2019 21:15,406,474,All Island
21/10/2019 21:30,432,499,All Island
21/10/2019 21:45,458,543,All Island
21/10/2019 22:00,482,515,All Island
21/10/2019 22:15,505,521,All Island
21/10/2019 22:30,528,528,All Island
21/10/2019 22:45,551,496,All Island
21/10/2019 23:00,567,559,All Island
21/10/2019 23:15,579,578,All Island
21/10/2019 23:30,591,616,All Island
21/10/2019 23:45,605,746,All Island
22/10/2019 00:00,613,769,All Island
22/10/2019 00:15,620,812,All Island
22/10/2019 00:30,628,855,All Island
22/10/2019 00:45,639,923,All Island
22/10/2019 01:00,534,983,All Island
22/10/2019 01:15,561,997,All Island
22/10/2019 01:30,589,951,All Island
22/10/2019 01:45,616,983,All Island
22/10/2019 02:00,642,961,All Island
22/10/2019 02:15,668,963,All Island
22/10/2019 02:30,693,943,All Island
22/10/2019 02:45,718,971,All Island
22/10/2019 03:00,740,959,All Island
22/10/2019 03:15,765,1002,All Island
22/10/2019 03:30,790,1015,All Island
22/10/2019 03:45,819,1001,All Island
22/10/2019 04:00,846,992,All Island
22/10/2019 04:15,873,1018,All Island
22/10/2019 04:30,901,1021,All Island
22/10/2019 04:45,928,1035,All Island
22/10/2019 05:00,950,1031,All Island
22/10/2019 05:15,967,1025,All Island
22/10/2019 05:30,985,1053,All Island
22/10/2019 05:45,1002,1058,All Island
